,Title,Published_date,Views,Likes,Dislikes,Comments,post_type,Month,date,day_name
67,Fullstack Data Science Approach to Predicting Loan Defaults,2021-01-07T23:41:56Z,438,14,14,0,youtube#video,Jan,2021-01-07 23:41:56+00:00,Thursday
68,Building Your First Shiny App | NYC Data Science Academy,2020-12-14T16:07:18Z,250,4,4,0,youtube#video,Dec,2020-12-14 16:07:18+00:00,Monday
69,Looking Ahead: What to Expect in the Data Science Job Market,2020-12-04T18:26:42Z,306,3,3,1,youtube#video,Dec,2020-12-04 18:26:42+00:00,Friday
70,Learn A/B Testing and Multi-Arm Bandit for Data Science,2020-11-20T17:06:52Z,841,27,27,2,youtube#video,Nov,2020-11-20 17:06:52+00:00,Friday
71,How to Get Started in Data Science,2020-11-20T17:05:44Z,127,4,4,0,youtube#video,Nov,2020-11-20 17:05:44+00:00,Friday
72,Student Discussion: Maximizing Your Online Bootcamp Experience,2020-11-20T17:05:31Z,84,1,1,0,youtube#video,Nov,2020-11-20 17:05:31+00:00,Friday
73,Learning Through the Online Bootcamps at NYC Data Science Academy,2020-11-20T17:05:20Z,127,2,2,0,youtube#video,Nov,2020-11-20 17:05:20+00:00,Friday
74,A/B Testing with Permutations in R | NYC Data Science Academy,2020-11-20T17:05:08Z,219,6,6,2,youtube#video,Nov,2020-11-20 17:05:08+00:00,Friday
75,Getting Started with Your First Data Science Project,2020-11-20T17:04:55Z,51,0,0,0,youtube#video,Nov,2020-11-20 17:04:55+00:00,Friday
76,How Strong is Your Machine Learning Model? | NYC Data Science Academy,2020-11-20T17:04:25Z,100,3,3,0,youtube#video,Nov,2020-11-20 17:04:25+00:00,Friday
77,Learn Web Scraping with Python | NYC Data Science Academy,2020-11-20T17:04:21Z,242,7,7,1,youtube#video,Nov,2020-11-20 17:04:21+00:00,Friday
78,Introduction to Text Mining | NYC Data Science Academy,2020-11-20T17:04:10Z,197,5,5,0,youtube#video,Nov,2020-11-20 17:04:10+00:00,Friday
79,Data Science in the Workplace: How to Excel as a Data Scientist in Any Company,2020-10-26T14:05:57Z,101,0,0,0,youtube#video,Oct,2020-10-26 14:05:57+00:00,Monday
80,LIVE: How to Excel As a Data Scientist in Any Company,2020-10-23T11:08:11Z,191,7,7,1,youtube#video,Oct,2020-10-23 11:08:11+00:00,Friday
81,"Meet Your Mentors: Kyle Gallatin, Machine Learning Engineer at Pfizer",2020-10-22T18:55:48Z,410,13,13,0,youtube#video,Oct,2020-10-22 18:55:48+00:00,Thursday
82,LIVE: Getting Started with Your First Data Science Project,2020-10-15T11:18:18Z,190,7,7,0,youtube#video,Oct,2020-10-15 11:18:18+00:00,Thursday
83,Readability Counts: Best Practices in Python Coding,2020-09-02T14:17:10Z,388,7,7,1,youtube#video,Sep,2020-09-02 14:17:10+00:00,Wednesday
84,"Alumni Spotlight: Sunny Lee, Applied Data Analyst at Second Measure",2020-08-31T19:27:44Z,679,10,10,2,youtube#video,Aug,2020-08-31 19:27:44+00:00,Monday
85,"Alumni Spotlight: Josefa Sullivan, Senior Data Scientist at MeiraGTx",2020-08-18T19:28:01Z,528,5,5,1,youtube#video,Aug,2020-08-18 19:28:01+00:00,Tuesday
86,Building a Career in Data Science | NYC Data Science Academy,2020-08-13T19:52:52Z,397,8,8,0,youtube#video,Aug,2020-08-13 19:52:52+00:00,Thursday
87,Online Workshop: Exploring the COVID-19 Community Mobility Trend with Plotly Dash,2020-08-11T19:06:04Z,494,10,10,1,youtube#video,Aug,2020-08-11 19:06:04+00:00,Tuesday
88,#AMA: Ask Me Anything About The Remote/Live Online Bootcamp Experience,2020-07-27T19:11:33Z,314,1,1,0,youtube#video,Jul,2020-07-27 19:11:33+00:00,Monday
89,Career Paths in Data Science | Online Webinar,2020-03-11T17:41:26Z,439,8,8,0,youtube#video,Mar,2020-03-11 17:41:26+00:00,Wednesday
90,Webinar Series: Intro to Webscraping by Alex Baransky | Info Session,2020-02-25T21:20:45Z,132,4,4,0,youtube#video,Feb,2020-02-25 21:20:45+00:00,Tuesday
